Environment ErDpole nreplications 1 maxmsteps 10000m 
Evaluation: Episodes 10 Test Episodes 500 MaxSteps 1000
Run Test: Environment ErDpole testfile bestgS240.npy
Trial 471 Fit 1000.00 Steps 1000 
Trial 472 Fit 35.00 Steps 36 
Trial 473 Fit 17.00 Steps 18 
Trial 474 Fit 15.00 Steps 16 
Trial 475 Fit 21.00 Steps 22 
Trial 476 Fit 1000.00 Steps 1000 
Trial 477 Fit 15.00 Steps 16 
Trial 478 Fit 1000.00 Steps 1000 
Trial 479 Fit 16.00 Steps 17 
Trial 480 Fit 24.00 Steps 25 
Trial 481 Fit 22.00 Steps 23 
Trial 482 Fit 1000.00 Steps 1000 
Trial 483 Fit 34.00 Steps 35 
Trial 484 Fit 19.00 Steps 20 
Trial 485 Fit 1000.00 Steps 1000 
Trial 486 Fit 1000.00 Steps 1000 
Trial 487 Fit 1000.00 Steps 1000 
Trial 488 Fit 17.00 Steps 18 
Trial 489 Fit 16.00 Steps 17 
Trial 490 Fit 1000.00 Steps 1000 
Trial 491 Fit 1000.00 Steps 1000 
Trial 492 Fit 20.00 Steps 21 
Trial 493 Fit 20.00 Steps 21 
Trial 494 Fit 1000.00 Steps 1000 
Trial 495 Fit 28.00 Steps 29 
Trial 496 Fit 38.00 Steps 39 
Trial 497 Fit 1000.00 Steps 1000 
Trial 498 Fit 1000.00 Steps 1000 
Trial 499 Fit 44.00 Steps 45 
Average Fit 427.80 Steps 428.40 
Postevauation: Average Fitness 427.80 Total Steps 214200
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Double-pole: pole_length_2 0.50 pole_mass_2 0.10
Network 3->18->4 feedforward with bias linear output:tanh init:xavier 
