0	-0.358131	0
0	-0.12682	0
0	0.139127	0
0	-0.358799	-0.218761
0	-0.136382	0.743955
0	0.133188	0.339909
0	-0.359204	1.70234
0	-0.150393	-0.535637
0	0.121519	-0.338733
0	-0.359555	-3.27243
0	-0.166027	0.378396
0	0.109797	0.576097
0	-0.359503	-0.321464
0	-0.188198	0.27593
0	0.088211	0.201891
0	-0.358836	-0.324789
0	-0.219947	0.248293
0	0.0506478	0.166279
0	-0.357565	-0.308838
0	-0.261306	0.19634
0	-0.00307264	0.107636
0	-0.355713	-0.273116
0	-0.312172	0.119809
0	-0.0729322	0.0257999
0	-0.353321	-0.217279
0	-0.372238	0.0187602
0	-0.158584	-0.0790078
0	-0.350457	-0.141362
0	-0.440905	-0.106168
0	-0.259155	-0.205906
0	-0.34722	-0.0461122
0	-0.517177	-0.253392
0	-0.373015	-0.353002
0	-0.343748	0.06662
0	-0.599592	-0.420021
0	-0.497624	-0.5171
0	-0.340216	0.193626
0	-0.686275	-0.60171
0	-0.629647	-0.69372
0	-0.336817	0.330546
0	-0.775199	-0.79306
0	-0.765494	-0.877706
0	-0.333732	1.27616
0	-0.86456	-1.02341
0	-0.902099	-1.08994
0	-0.33109	-2.18137
0	-0.953304	-0.688684
0	-1.03798	-0.776695
0	-0.328999	0.761206
0	-1.04074	-1.37927
0	-1.17243	-1.43592
0	-0.301369	0
0	0.0596823	0
0	-0.0294057	0
0	-0.299354	0.787434
0	0.0629321	-0.388199
0	-0.0223391	-0.329533
0	-0.297625	0.769629
0	0.0705212	-0.370164
0	-0.00758953	-0.309182
0	-0.296164	0.741631
0	0.082227	-0.340233
0	0.014483	-0.277861
0	-0.294938	0.703849
0	0.0976749	-0.299091
0	0.0432518	-0.23634
0	-0.293903	1.60694
0	0.116335	-0.63068
0	0.0778123	-0.483951
0	-0.292936	-2.98328
0	0.136628	0.624319
0	0.115191	0.539096
0	-0.291972	0.544103
0	0.157758	-0.126409
0	0.153991	-0.070646
0	-0.291005	0.483933
0	0.179766	-0.0616343
0	0.194503	-0.00933702
0	-0.28996	0.421086
0	0.201769	0.00514427
0	0.235179	0.0530996
0	-0.288765	0.357557
0	0.222879	0.071502
0	0.274468	0.114398
0	-0.287348	0.295323
0	0.242255	0.135069
0	0.310911	0.172387
0	-0.285647	0.236217
0	0.259142	0.193667
0	0.343213	0.225112
0	-0.283607	0.181832
0	0.272892	0.245411
0	0.370281	0.270901
0	-0.281182	0.133477
0	0.282975	0.288749
0	0.391232	0.308399
0	-0.278339	0.459849
0	0.288976	0.349947
0	0.405381	0.253566
0	-0.275186	-0.831821
0	0.292428	0.27944
0	0.415871	0.433948
0	-0.271704	0.027764
0	0.293096	0.367373
0	0.422325	0.374808
0	-0.267745	0.264367
0	0.288935	0.474821
0	0.420777	0.345229
0	-0.263444	-0.473851
0	0.281799	0.191159
0	0.41492	0.368516
0	-0.2588	-0.0332411
0	0.271608	0.378454
0	0.404609	0.376132
0	-0.253668	-0.0445285
0	0.256317	0.366765
0	0.385798	0.360398
0	-0.248056	-0.0459719
0	0.235932	0.342264
0	0.358443	0.332562
0	-0.24198	-0.037402
0	0.210554	0.304928
0	0.32265	0.292665
0	-0.235467	-0.0187865
0	0.180403	0.254961
0	0.27871	0.240988
0	-0.228558	0.0097008
0	0.145841	0.192868
0	0.227161	0.178128
0	-0.221306	0.0475841
0	0.107402	0.119558
0	0.168848	0.105099
0	-0.21378	0.0939752
0	0.0658184	0.0364562
0	0.104981	0.0234284
0	-0.206068	0.147473
0	0.0220231	-0.0544196
0	0.0371547	-0.0647892
0	-0.198266	0.206122
0	-0.0228733	-0.150446
0	-0.032695	-0.156918
0	-0.190483	0.267466
0	-0.0676492	-0.248504
0	-0.102419	-0.249927
0	-0.182826	0.328739
0	-0.111069	-0.345218
0	-0.169841	-0.340646
0	-0.175398	0.387144
0	-0.151984	-0.437269
0	-0.232956	-0.426058
0	-0.168287	0.440147
0	-0.18941	-0.521699
0	-0.290075	-0.50356
0	-0.161567	0.48569
0	-0.222563	-0.596112
0	-0.339891	-0.571096
0	-0.155294	0.522267
0	-0.25086	-0.658735
0	-0.381465	-0.627179
0	-0.149513	0.548886
0	-0.273891	-0.708363
0	-0.41417	-0.670815
0	-0.144251	0.564957
0	-0.291387	-0.744247
0	-0.437612	-0.701393
0	-0.139531	1.27515
0	-0.303192	-1.21693
0	-0.451568	-0.971622
0	-0.1352	-4.29578
0	-0.31144	0.247056
0	-0.460281	0.100819
0	-0.131188	10.7433
0	-0.317148	-2.70116
0	-0.465767	-2.57838
0	-0.127573	-15.905
0	-0.319285	2.49506
0	-0.465989	2.18457
0	-0.124431	0.527189
0	-0.316846	-0.76783
0	-0.458949	-0.715437
0	-0.121839	0.503656
0	-0.308732	-0.746533
0	-0.442417	-0.691662
0	-0.119786	0.469083
0	-0.295061	-0.711015
0	-0.416511	-0.654518
0	-0.118249	0.423438
0	-0.276045	-0.661464
0	-0.381479	-0.604238
0	-0.117196	0.366788
0	-0.252014	-0.59827
0	-0.337762	-0.541285
0	-0.116581	0.299404
0	-0.22346	-0.522139
0	-0.286074	-0.466467
0	-0.116339	0.221904
0	-0.191075	-0.434246
0	-0.227498	-0.381085
0	-0.116389	0.135407
0	-0.155792	-0.33639
0	-0.163567	-0.287068
0	-0.116629	0.0416807
0	-0.118791	-0.231115
0	-0.0962938	-0.18706
0	-0.116944	-0.0567995
0	-0.0814607	-0.121714
0	-0.0280973	-0.0843651
0	-0.117209	-0.196425
0	-0.0453019	-0.0149859
0	0.0383824	-0.0703178
0	-0.117447	0.165532
0	-0.00979195	-0.141066
0	0.104547	-0.00700635
0	-0.117543	-0.355186
0	0.0237098	0.202439
0	0.168048	0.216573
0	-0.117254	-0.452926
0	0.0520129	0.302616
0	0.222884	0.30585
0	-0.116499	-0.54027
0	0.0741686	0.388713
0	0.267507	0.381222
0	-0.115219	-0.615496
0	0.0894896	0.458689
0	0.300849	0.440994
0	-0.113372	-0.677539
0	0.0974934	0.511213
0	0.322198	0.484063
0	-0.110931	-0.72578
0	0.0978452	0.545449
0	0.331072	0.50972
0	-0.107878	-0.75983
0	0.090314	0.560851
0	0.327126	0.517477
0	-0.104206	-0.779374
0	0.0747451	0.557012
0	0.310094	0.506951
0	-0.0999147	-0.784076
0	0.0510484	0.533584
0	0.279762	0.477807
0	-0.0950138	-0.773534
0	0.0192054	0.490245
0	0.235982	0.429751
0	-0.0895221	-1.41057
0	-0.0207074	0.914103
0	0.178722	0.603718
0	-0.0837157	4.30968
0	-0.0651008	-0.843983
0	0.114887	-0.654833
0	-0.0777622	-6.70813
0	-0.111914	1.08482
0	0.0483289	1.14249
0	-0.0714763	-0.608889
0	-0.163981	0.165953
0	-0.0268691	0.10561
0	-0.064811	-1.04223
0	-0.222249	0.398451
0	-0.112897	0.194977
0	-0.0580215	3.00744
0	-0.283532	-0.813913
0	-0.203692	-0.694483
0	-0.0512634	-4.69701
0	-0.346046	0.475743
0	-0.296013	0.45544
0	-0.0445128	-0.320953
0	-0.410483	-0.31632
0	-0.391599	-0.36457
0	-0.0378727	-0.237867
0	-0.475824	-0.448932
0	-0.48877	-0.492064
0	-0.0314762	-0.279764
0	-0.540665	-0.559947
0	-0.585102	-0.557682
0	-0.0253895	0.240689
0	-0.604523	-0.692988
0	-0.680025	-0.772384
0	-0.0197101	0.0166223
0	-0.666517	-0.844387
0	-0.772208	-0.868215
0	-0.0145664	0.0988633
0	-0.725375	-0.969001
0	-0.859574	-0.98549
0	-0.0100145	0.17695
0	-0.78078	-1.08659
0	-0.941938	-1.09621
0	-0.00609417	0.2515
0	-0.832616	-1.19744
0	-1.0195	-1.20077
0	-0.00283351	0.323721
0	-0.880903	-1.30243
0	-1.09274	-1.30009
0	-0.000252278	0.395197
0	-0.925751	-1.4028
0	-1.16229	-1.39534
0	-0.149719	0
0	-0.0989787	0
0	0.157381	0
0	-0.149656	-0.762448
0	-0.10526	0.424219
0	0.153825	0.360697
0	-0.148983	-0.7717
0	-0.120604	0.41654
