Environment ErDpole nreplications 1 maxmsteps 10000m 
Evaluation: Episodes 10 Test Episodes 500 MaxSteps 1000
Run Test: Environment ErDpole testfile bestS210.npy
Trial 109 Fit 18.00 Steps 19 
Trial 110 Fit 1000.00 Steps 1000 
Trial 111 Fit 44.00 Steps 45 
Trial 112 Fit 18.00 Steps 19 
Trial 113 Fit 16.00 Steps 17 
Trial 114 Fit 50.00 Steps 51 
Trial 115 Fit 1000.00 Steps 1000 
Trial 116 Fit 1000.00 Steps 1000 
Trial 117 Fit 38.00 Steps 39 
Trial 118 Fit 19.00 Steps 20 
Trial 119 Fit 243.00 Steps 244 
Trial 120 Fit 1000.00 Steps 1000 
Trial 121 Fit 1000.00 Steps 1000 
Trial 122 Fit 42.00 Steps 43 
Trial 123 Fit 23.00 Steps 24 
Trial 124 Fit 55.00 Steps 56 
Trial 125 Fit 95.00 Steps 96 
Trial 126 Fit 31.00 Steps 32 
Trial 127 Fit 44.00 Steps 45 
Trial 128 Fit 16.00 Steps 17 
Trial 129 Fit 414.00 Steps 415 
Trial 130 Fit 1000.00 Steps 1000 
Trial 131 Fit 86.00 Steps 87 
Trial 132 Fit 18.00 Steps 19 
Trial 133 Fit 16.00 Steps 17 
Trial 134 Fit 98.00 Steps 99 
Trial 135 Fit 37.00 Steps 38 
Trial 136 Fit 19.00 Steps 20 
Trial 137 Fit 16.00 Steps 17 
Trial 138 Fit 1000.00 Steps 1000 
Trial 139 Fit 128.00 Steps 129 
Trial 140 Fit 65.00 Steps 66 
Trial 141 Fit 24.00 Steps 25 
Trial 142 Fit 24.00 Steps 25 
Trial 143 Fit 47.00 Steps 48 
Trial 144 Fit 1000.00 Steps 1000 
Trial 145 Fit 59.00 Steps 60 
Trial 146 Fit 1000.00 Steps 1000 
Trial 147 Fit 78.00 Steps 79 
Trial 148 Fit 1000.00 Steps 1000 
Trial 149 Fit 39.00 Steps 40 
Trial 150 Fit 30.00 Steps 31 
Trial 151 Fit 471.00 Steps 472 
Trial 152 Fit 32.00 Steps 33 
Trial 153 Fit 34.00 Steps 35 
Trial 154 Fit 198.00 Steps 199 
Trial 155 Fit 22.00 Steps 23 
Trial 156 Fit 35.00 Steps 36 
Trial 157 Fit 383.00 Steps 384 
Trial 158 Fit 24.00 Steps 25 
Trial 159 Fit 1000.00 Steps 1000 
Trial 160 Fit 1000.00 Steps 1000 
Trial 161 Fit 16.00 Steps 17 
Trial 162 Fit 22.00 Steps 23 
Trial 163 Fit 1000.00 Steps 1000 
Trial 164 Fit 42.00 Steps 43 
Trial 165 Fit 155.00 Steps 156 
Trial 166 Fit 1000.00 Steps 1000 
Trial 167 Fit 165.00 Steps 166 
Trial 168 Fit 17.00 Steps 18 
Trial 169 Fit 20.00 Steps 21 
