-0.358131	0
-0.12682	0
0.139127	0
-0.358131	0
-0.12682	0
0.139127	0
-0.358131	0
-0.12682	0
0.139127	0
-0.358702	0.999987
-0.137725	0.995558
0.130502	0.998393
-0.358468	0.999501
-0.160561	0.995753
0.101149	0.980906
-0.357429	0.999149
-0.195466	0.995198
0.0506749	0.981461
-0.355582	0.998911
-0.242645	0.99494
-0.0215733	0.98176
-0.352926	0.998273
-0.302363	0.994409
-0.116493	0.982229
-0.34946	0.996652
-0.374935	0.993536
-0.23519	0.98287
-0.345183	0.991936
-0.460711	0.992148
-0.378934	0.983701
-0.340098	0.975598
-0.56005	0.989919
-0.549073	0.984783
-0.334217	0.90836
-0.673183	0.986179
-0.746705	0.986357
-0.327882	0.623305
-0.796137	0.979052
-0.964665	0.989327
-0.321858	-0.0500513
-0.919758	0.960491
-1.18619	0.995127
-0.301369	-0.511379
0.0596823	0.903053
-0.0294057	0.999131
-0.298889	0.773791
0.0564937	0.916042
-0.0352269	0.999599
-0.296275	0.448265
0.0517807	0.971287
-0.0451796	0.990785
-0.294243	-0.370985
0.0554457	0.93956
-0.0395077	0.996135
-0.292847	0.349934
0.0682288	0.901958
-0.0167049	0.999453
-0.291491	0.695195
0.0819781	0.96277
0.0070306	0.996599
-0.290323	-0.0339652
0.0988078	0.960293
0.0360539	0.992534
-0.28984	0.26178
0.125702	0.926787
0.0844976	0.998726
-0.289387	0.749912
0.153737	0.960977
0.134744	0.997172
-0.288769	0.515239
0.180401	0.971429
0.182017	0.990797
-0.28831	0.549477
0.210326	0.964162
0.235833	0.994775
-0.287618	0.767281
0.238268	0.971146
0.285993	0.994069
-0.28633	0.793608
0.259431	0.977626
0.323203	0.989706
-0.28442	0.79814
0.273561	0.978301
0.347167	0.988913
-0.281858	0.82511
0.280357	0.979184
0.357421	0.988622
-0.278617	0.82772
0.279498	0.979872
0.353375	0.987738
-0.274714	0.807433
0.271205	0.979415
0.335426	0.987631
-0.270209	0.770352
0.256232	0.978102
0.304947	0.988247
-0.265227	0.709268
0.236222	0.975922
0.265004	0.98932
-0.259998	0.621325
0.214197	0.972601
0.221382	0.990872
-0.254812	0.52289
0.194028	0.968143
0.181559	0.992691
-0.249908	0.444036
0.17888	0.963314
0.151642	0.994275
-0.245414	0.400829
0.170444	0.959531
0.13485	0.995271
-0.241378	0.388532
0.169326	0.957666
0.132303	0.995718
-0.237795	0.403919
0.17546	0.95768
0.143851	0.995799
-0.234611	0.448001
0.188113	0.959488
0.168087	0.99557
-0.231706	0.512429
0.20574	0.962815
0.202047	0.99497
-0.228905	0.584842
0.225985	0.966856
0.241206	0.993979
-0.22599	0.655317
0.245999	0.97084
0.280083	0.992641
-0.222756	0.714335
0.263082	0.974264
0.313516	0.99105
-0.219053	0.756654
0.275262	0.976831
0.337776	0.989437
-0.214791	0.782297
0.28139	0.978513
0.350733	0.988068
-0.209928	0.792463
0.280937	0.979409
0.351422	0.987107
-0.20446	0.787304
0.273832	0.979599
0.339721	0.986638
-0.198418	0.765541
0.260469	0.979097
0.31635	0.986712
-0.191886	0.724839
0.241899	0.977866
0.283268	0.987357
-0.185016	0.664278
0.220108	0.97584
0.244255	0.988544
-0.178026	0.589948
0.197961	0.973036
0.204815	0.99012
-0.171141	0.518349
0.17841	0.969759
0.170652	0.991748
-0.164521	0.467411
0.163585	0.966735
0.145858	0.993039
-0.158252	0.443694
0.154556	0.964772
0.13246	0.993797
-0.152355	0.445387
0.151561	0.96422
0.130886	0.99407
-0.146798	0.47081
0.154166	0.965045
0.140281	0.993943
-0.1415	0.515969
0.161245	0.967061
0.15847	0.993422
-0.136326	0.571966
0.170991	0.969841
0.181962	0.992482
-0.131108	0.629062
0.181129	0.972807
0.206371	0.991165
